name,id,tank_name,time,predict
2024-06-09_28891147-8ec3-475f-8707-e73736b33d66.jpg.jpg,520003758804,NO.1 ถังน้ำดื่ม ,after,ไม่ถูกต้อง
2024-06-09_329ec941-ae08-47aa-b595-bde2efdb578c.jpg.jpg,520003758804,NO.1 ถังน้ำดื่ม ,after,ไม่ถูกต้อง
2024-06-09_4ad1807a-9563-435a-a70e-1ea97a358cff.jpg.jpg,520003758804,NO.1 ถังน้ำดื่ม ,after,ไม่ถูกต้อง
2024-06-09_a126850d-a799-49c3-a155-a012d827318c.jpg.jpg,520003758804,NO.1 ถังน้ำดื่ม ,after,ไม่ถูกต้อง
2024-06-09_de725b9f-58ec-469e-9ccb-916b9df2532f.jpg.jpg,520003758804,NO.1 ถังน้ำดื่ม ,after,ไม่ถูกต้อง
2024-06-09_663b3960-a515-483f-8999-e96fd88e3712.jpg.jpg,520003758804,NO.1 ถังน้ำดื่ม ,before,ไม่ถูกต้อง
2024-06-09_6dfa7c47-212c-424c-992f-d97eda24ec38.jpg.jpg,520003758804,NO.1 ถังน้ำดื่ม ,before,ไม่ถูกต้อง
2024-06-09_9b3a328b-cc2b-43f2-bc7b-c5e64f7163f6.jpg.jpg,520003758804,NO.1 ถังน้ำดื่ม ,before,ไม่ถูกต้อง
2024-06-09_4b4ff425-5e57-4acb-b420-c90dfc1496e2.jpg.jpg,520003758804,NO.1 ถังน้ำใช้ ,after,ไม่ถูกต้อง
2024-06-09_9782750a-0018-432e-945d-a38b5a9058bf.jpg.jpg,520003758804,NO.1 ถังน้ำใช้ ,after,ไม่ถูกต้อง
2024-06-09_a6f23bcb-ef65-4386-b4f3-8935233ea6e9.jpg.jpg,520003758804,NO.1 ถังน้ำใช้ ,after,ไม่ถูกต้อง
2024-06-09_b8c8a87a-f141-49ee-bf02-52a013b56bc4.jpg.jpg,520003758804,NO.1 ถังน้ำใช้ ,after,ไม่ถูกต้อง
2024-06-09_ba5f813a-36c8-46b6-8cc1-7659350f3ecd.jpg.jpg,520003758804,NO.1 ถังน้ำใช้ ,after,ไม่ถูกต้อง
2024-06-09_064f77f4-cac7-4651-8835-7cf48516e325.jpg.jpg,520003758804,NO.1 ถังน้ำใช้ ,before,ไม่ถูกต้อง
2024-06-09_0de4bb86-6970-4dd5-aae7-b38fa72efe61.jpg.jpg,520003758804,NO.1 ถังน้ำใช้ ,before,ไม่ถูกต้อง
2024-06-09_535eb666-c57f-4ef5-a31e-c0263c08b719.jpg.jpg,520003758804,NO.1 ถังน้ำใช้ ,before,ไม่ถูกต้อง
2024-06-08_75452145-4460-4d26-baac-905e0e6b42ba.jpg.jpg,520003758838,NO.1 ถังน้ำดื่ม ,after,ไม่ถูกต้อง
2024-06-08_a03adcdd-7b34-46c2-a6cb-1cd5f70a6d5d.jpg.jpg,520003758838,NO.1 ถังน้ำดื่ม ,after,ไม่ถูกต้อง
2024-06-08_d0686569-d003-4392-a838-562600115840.jpg.jpg,520003758838,NO.1 ถังน้ำดื่ม ,after,ไม่ถูกต้อง
2024-06-08_fbb725bf-f63d-4657-9dc8-ed2213796049.jpg.jpg,520003758838,NO.1 ถังน้ำดื่ม ,after,ไม่ถูกต้อง
2024-06-08_58832a45-f46d-425a-97ef-46cd8f314aad.jpg.jpg,520003758838,NO.1 ถังน้ำดื่ม ,before,ไม่ถูกต้อง
2024-06-08_e6977d84-2aca-4c82-b2c4-70b0a4c429bd.jpg.jpg,520003758838,NO.1 ถังน้ำดื่ม ,before,ไม่ถูกต้อง
2024-06-08_e8445e5d-6901-4539-a660-9960730a34ad.jpg.jpg,520003758838,NO.1 ถังน้ำดื่ม ,before,ไม่ถูกต้อง
2024-06-08_48d78c34-bb47-4da1-95ad-b79615e7e741.jpg.jpg,520003758838,NO.1 ถังน้ำใช้ ,after,ไม่ถูกต้อง
2024-06-08_6bfcad3a-5a05-43b3-ad14-2f64cdc20e83.jpg.jpg,520003758838,NO.1 ถังน้ำใช้ ,after,ไม่ถูกต้อง
2024-06-08_b8e1246c-4242-4a55-813b-52edc6a30deb.jpg.jpg,520003758838,NO.1 ถังน้ำใช้ ,after,ไม่ถูกต้อง
2024-06-08_f151ba96-4e56-4609-b970-a747f08682c5.jpg.jpg,520003758838,NO.1 ถังน้ำใช้ ,after,ไม่ถูกต้อง
