name,id,branch,tank,tank_name,Camera Position,predict
B17291_tank1_4.jpg,520003295360,PTTOR ถนนจอมพล ป. (ท่าศาลา ลพบุรี) (RC),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B17291_tank2_6.jpg,520003295360,PTTOR ถนนจอมพล ป. (ท่าศาลา ลพบุรี) (RC),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,-,มุมกล้องไม่ถูกต้อง
B17492_tank1_10.jpg,520003297486,โก่งธนู(ลพบุรี) (RC),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B17492_tank1_11.jpg,520003297486,โก่งธนู(ลพบุรี) (RC),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B17492_tank2_14.jpg,520003297486,โก่งธนู(ลพบุรี) (RC),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,-,มุมกล้องไม่ถูกต้อง
B17492_tank2_15.jpg,520003297486,โก่งธนู(ลพบุรี) (RC),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,-,มุมกล้องไม่ถูกต้อง
B17492_tank1_18.jpg,520003297486,โก่งธนู(ลพบุรี) (RC),ถังน้ำดื่ม,NO.2 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B17492_tank1_19.jpg,520003297486,โก่งธนู(ลพบุรี) (RC),ถังน้ำดื่ม,NO.2 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B17492_tank2_22.jpg,520003297486,โก่งธนู(ลพบุรี) (RC),ถังน้ำใช้,NO.2 ถังน้ำใช้ ,-,มุมกล้องไม่ถูกต้อง
B17492_tank2_23.jpg,520003297486,โก่งธนู(ลพบุรี) (RC),ถังน้ำใช้,NO.2 ถังน้ำใช้ ,-,มุมกล้องไม่ถูกต้อง
B17492_tank2_26.jpg,520003297486,โก่งธนู(ลพบุรี) (RC),ถังน้ำใช้,NO.3 ถังน้ำใช้ ,-,มุมกล้องไม่ถูกต้อง
B17492_tank2_27.jpg,520003297486,โก่งธนู(ลพบุรี) (RC),ถังน้ำใช้,NO.3 ถังน้ำใช้ ,-,มุมกล้องไม่ถูกต้อง
B17492_tank2_30.jpg,520003297486,โก่งธนู(ลพบุรี) (RC),ถังน้ำใช้,NO.4 ถังน้ำใช้ ,-,มุมกล้องไม่ถูกต้อง
B17492_tank2_31.jpg,520003297486,โก่งธนู(ลพบุรี) (RC),ถังน้ำใช้,NO.4 ถังน้ำใช้ ,-,มุมกล้องไม่ถูกต้อง
B02665_tank1_34.jpg,520003758814,แนบเคหาสน์ (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,+,ไม่ถูกต้อง
B02665_tank1_35.jpg,520003758814,แนบเคหาสน์ (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B02665_tank1_36.jpg,520003758814,แนบเคหาสน์ (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B02665_tank1_37.jpg,520003758814,แนบเคหาสน์ (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B10393_tank1_42.jpg,520003758818,ปตท.พนมทวน (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B10393_tank1_43.jpg,520003758818,ปตท.พนมทวน (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B10393_tank1_44.jpg,520003758818,ปตท.พนมทวน (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B10393_tank1_45.jpg,520003758818,ปตท.พนมทวน (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B10393_tank1_46.jpg,520003758818,ปตท.พนมทวน (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B04581_tank1_50.jpg,520003758880,ชุมชนนารอง (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B04581_tank1_51.jpg,520003758880,ชุมชนนารอง (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B08208_tank1_55.jpg,520003759018,พนมทวน (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B08208_tank1_56.jpg,520003759018,พนมทวน (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B08208_tank1_57.jpg,520003759018,พนมทวน (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B08208_tank1_58.jpg,520003759018,พนมทวน (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B08208_tank1_59.jpg,520003759018,พนมทวน (RSU),ถังน้ำดื่ม,NO.1 ถังน้ำดื่ม ,-,มุมกล้องไม่ถูกต้อง
B08208_tank2_61.jpg,520003759018,พนมทวน (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,-,มุมกล้องไม่ถูกต้อง
B08208_tank2_62.jpg,520003759018,พนมทวน (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,-,มุมกล้องไม่ถูกต้อง
B08208_tank2_63.jpg,520003759018,พนมทวน (RSU),ถังน้ำใช้,NO.1 ถังน้ำใช้ ,-,มุมกล้องไม่ถูกต้อง
