name,id,tank_name,time,predict
2024-06-14_91e4cc76-d5c2-46d3-915b-25cdb94af12e.jpg.jpg,520003287194,NO.1 การตรวจสอบคุณภาพน้ำประปา ,after,
2024-06-14_2df56081-9a36-4ec3-9f4c-48f95360cb5b.jpg.jpg,520003287194,NO.1 การตรวจสอบคุณภาพน้ำประปา ,before,
2024-06-14_2082d27e-e720-433e-8570-28ca5cadb4c7.jpg.jpg,520003287194,NO.1 ถังน้ำดื่ม ,after,ไม่ถูกต้อง
2024-06-14_9bbb14dd-9bfc-4e30-8019-6c7a80a001c3.jpg.jpg,520003287194,NO.1 ถังน้ำดื่ม ,before,ไม่ถูกต้อง
2024-06-14_2ecf0ad9-de43-420a-b342-b2420cf16528.jpg.jpg,520003287194,NO.1 ถังน้ำใช้ ,after,ไม่ถูกต้อง
2024-06-14_adbe96ee-c026-469a-8882-057ffaee6193.jpg.jpg,520003287194,NO.1 ถังน้ำใช้ ,before,ไม่ถูกต้อง
2024-06-14_37d837ee-a4b3-455d-a565-12a16a03bc34.jpg.jpg,520003287194,NO.1 ถังเกลือ ,after,
2024-06-14_dc8616bd-4387-4e23-8352-937951ccc88e.jpg.jpg,520003287194,NO.1 ถังเกลือ ,before,
2024-06-14_1a6ad139-0180-4b70-9c42-8f1e13a58ffe.jpg.jpg,520003287194,NO.2 ถังน้ำใช้ ,after,ไม่ถูกต้อง
2024-06-14_260b5381-5e85-475b-9ee5-4c291c5d3baf.jpg.jpg,520003287194,NO.2 ถังน้ำใช้ ,before,ไม่ถูกต้อง
2024-06-11_4ffc1a5a-1651-4a3d-a5fd-798137b2c39e.jpg.jpg,520003293527,NO.1 การตรวจสอบคุณภาพน้ำประปา ,after,
2024-06-11_bf544bbe-3fd7-4495-a395-366dadd4792c.jpg.jpg,520003293527,NO.1 การตรวจสอบคุณภาพน้ำประปา ,before,
2024-06-11_cf183b17-c47a-4463-a7f5-2780c2a60b5c.jpg.jpg,520003293527,NO.1 ถังน้ำดื่ม ,after,ไม่ถูกต้อง
2024-06-11_62b31931-adfc-4891-bc9b-b33004c92290.jpg.jpg,520003293527,NO.1 ถังน้ำดื่ม ,before,ไม่ถูกต้อง
2024-06-11_26b22675-c0d2-4569-a9b5-abae793d2ca5.jpg.jpg,520003293527,NO.1 ถังน้ำใช้ ,after,ไม่ถูกต้อง
2024-06-11_df271a4c-1bf0-43aa-93c4-b603e0ac7c57.jpg.jpg,520003293527,NO.1 ถังน้ำใช้ ,before,ไม่ถูกต้อง
2024-06-11_3bc5fad9-b96c-4a7f-b2d9-055f9f77c8a8.jpg.jpg,520003293527,NO.2 ถังน้ำใช้ ,after,ไม่ถูกต้อง
2024-06-11_56b4ea67-4eb5-41df-b538-f483d18013b6.jpg.jpg,520003293527,NO.2 ถังน้ำใช้ ,before,ไม่ถูกต้อง
2024-06-13_8e2b58ac-5b52-46c0-9fd9-9cbe95795c49.jpg.jpg,520003295361,NO.1 การตรวจสอบคุณภาพน้ำประปา ,after,
2024-06-13_cea759d0-db79-470d-8acd-ccad56fee658.jpg.jpg,520003295361,NO.1 การตรวจสอบคุณภาพน้ำประปา ,before,
2024-06-13_dbe92813-866c-41a5-86b8-155acaff7ba1.jpg.jpg,520003295361,NO.1 ถังน้ำดื่ม ,after,ไม่ถูกต้อง
2024-06-13_4881d5fb-610b-4b68-83e3-1523b2c02e0b.jpg.jpg,520003295361,NO.1 ถังน้ำดื่ม ,before,ไม่ถูกต้อง
2024-06-13_5fbaec38-dcac-44e2-928e-3f58e782a28b.jpg.jpg,520003295361,NO.1 ถังน้ำใช้ ,after,ไม่ถูกต้อง
2024-06-13_42a22a6b-c7cb-4849-89df-dca3f0411531.jpg.jpg,520003295361,NO.1 ถังน้ำใช้ ,before,ไม่ถูกต้อง
2024-06-13_d77faa82-01ac-4968-8b36-a29de6993e58.jpg.jpg,520003295361,NO.2 ถังน้ำดื่ม ,after,ไม่ถูกต้อง
2024-06-13_063fa629-9a6a-4d21-a0dc-f00d6e5d026b.jpg.jpg,520003295361,NO.2 ถังน้ำดื่ม ,before,ไม่ถูกต้อง
2024-06-13_9efd5cfc-ef17-4555-b12e-4aec292f60ed.jpg.jpg,520003295361,NO.2 ถังน้ำใช้ ,after,ไม่ถูกต้อง
2024-06-13_cdcf1643-ae37-47af-aef7-c33c167f9495.jpg.jpg,520003295361,NO.2 ถังน้ำใช้ ,before,ไม่ถูกต้อง
2024-06-13_71ca8d6a-2ef7-419e-8aa3-13d7cfb78479.jpg.jpg,520003295361,NO.3 ถังน้ำใช้ ,after,ไม่ถูกต้อง
2024-06-13_aff518c5-9876-4a82-a620-e024c71a247f.jpg.jpg,520003295361,NO.3 ถังน้ำใช้ ,before,ไม่ถูกต้อง
2024-06-10_2484e70f-0263-4d88-a022-3c7781674745.jpg.jpg,520003758754,NO.1 ถังน้ำดื่ม ,after,ไม่ถูกต้อง
2024-06-10_5c0cd451-0e2b-42f3-8c60-0345d8cb979c.jpg.jpg,520003758754,NO.1 ถังน้ำดื่ม ,after,ไม่ถูกต้อง
2024-06-10_678e1023-de6e-40a9-b6a0-f91cd455ef25.jpg.jpg,520003758754,NO.1 ถังน้ำดื่ม ,after,ไม่ถูกต้อง
2024-06-10_b637878f-e87b-42a5-9489-50f01eeb7575.jpg.jpg,520003758754,NO.1 ถังน้ำดื่ม ,after,ไม่ถูกต้อง
2024-06-10_e2cdc1c1-c26f-46e2-bb4d-23aa3ecd87be.jpg.jpg,520003758754,NO.1 ถังน้ำดื่ม ,after,ไม่ถูกต้อง
2024-06-10_5dd4c057-8a18-42f2-af97-6644938258fd.jpg.jpg,520003758754,NO.1 ถังน้ำดื่ม ,before,ไม่ถูกต้อง
2024-06-10_391bf726-f5f9-4e39-9ba7-ee19270e2c9a.jpg.jpg,520003758754,NO.1 ถังน้ำใช้ ,after,ไม่ถูกต้อง
2024-06-10_8f9c1f80-12f1-40ce-ba24-030e65274ed3.jpg.jpg,520003758754,NO.1 ถังน้ำใช้ ,after,ไม่ถูกต้อง
2024-06-10_9cb886bc-7d64-4d05-862e-c635f0b4ee88.jpg.jpg,520003758754,NO.1 ถังน้ำใช้ ,after,ไม่ถูกต้อง
2024-06-10_a25ea3ed-d3cc-470c-b116-0625359e2b61.jpg.jpg,520003758754,NO.1 ถังน้ำใช้ ,after,ไม่ถูกต้อง
2024-06-10_f20345e1-0ea1-4e4c-9fab-f366c80a4e80.jpg.jpg,520003758754,NO.1 ถังน้ำใช้ ,after,ไม่ถูกต้อง
2024-06-10_2f2f9ab6-ab42-4658-831e-acafdb8915d1.jpg.jpg,520003758754,NO.1 ถังน้ำใช้ ,before,ไม่ถูกต้อง
2024-06-10_51d75fb0-a811-4c87-91fd-d6cdc98a756a.jpg.jpg,520003758754,NO.1 ถังน้ำใช้ ,before,ไม่ถูกต้อง
2024-06-10_811ff678-efde-46ee-aa41-b8f865c0d3a2.jpg.jpg,520003758754,NO.1 ถังน้ำใช้ ,before,ไม่ถูกต้อง
2024-06-12_5881025c-9b6b-47c7-a863-43e3eb65a35d.jpg.jpg,520003758890,NO.1 การตรวจสอบคุณภาพน้ำประปา ,after,
2024-06-12_dc04c469-f51d-44ae-92e3-36a39f9f83cc.jpg.jpg,520003758890,NO.1 การตรวจสอบคุณภาพน้ำประปา ,after,
2024-06-12_8468cd9d-ce06-41e1-a098-67b6cc3e4824.jpg.jpg,520003758890,NO.1 การตรวจสอบคุณภาพน้ำประปา ,before,
2024-06-12_90f27f5c-5c83-48cf-a502-438ba89c43c3.jpg.jpg,520003758890,NO.1 การตรวจสอบคุณภาพน้ำประปา ,before,
2024-06-12_211dbb5c-1cd4-416f-a693-90661090f8ec.jpg.jpg,520003758890,NO.1 ถังน้ำดื่ม ,after,ไม่ถูกต้อง
2024-06-12_b244a629-e721-4732-98d1-ecd3ac1b6cf3.jpg.jpg,520003758890,NO.1 ถังน้ำดื่ม ,after,ไม่ถูกต้อง
2024-06-12_9c3e82d9-61e6-4766-88ff-e36be02ba317.jpg.jpg,520003758890,NO.1 ถังน้ำดื่ม ,before,ไม่ถูกต้อง
